"","state","age","total_cit","total_register","percent_register","percent_register_cit","total_vote","percent_vote","percent_vote_cit","year"
"37","COLORADO","Total",3895,2893,68.2,74.3,2707,63.8,69.5,"2018"
"38","COLORADO","18 to 24",361,210,51.2,58.2,177,43.1,49,"2018"
"39","COLORADO","25 to 34",851,596,64.7,70.1,535,58,62.9,"2018"
"40","COLORADO","35 to 44",683,535,69.1,78.2,514,66.5,75.3,"2018"
"41","COLORADO","45 to 64",1243,914,68.1,73.6,867,64.6,69.7,"2018"
"42","COLORADO","65+",757,638,80.4,84.3,614,77.3,81.1,"2018"
"43","CONNECTICUT","Total",2483,1763,63.9,71,1586,57.5,63.9,"2018"
"44","CONNECTICUT","18 to 24",225,123,46.6,54.6,97,37,43.3,"2018"
"45","CONNECTICUT","25 to 34",425,279,55.2,65.5,244,48.4,57.5,"2018"
"46","CONNECTICUT","35 to 44",347,236,59.5,68.1,208,52.5,60.1,"2018"
"47","CONNECTICUT","45 to 64",943,700,67.7,74.3,636,61.5,67.4,"2018"
"48","CONNECTICUT","65+",544,425,75.9,78.2,400,71.4,73.6,"2018"
"49","DELAWARE","Total",669,487,66.8,72.8,417,57.2,62.3,"2018"
"50","DELAWARE","18 to 24",69,44,NA,NA,29,NA,NA,"2018"
"51","DELAWARE","25 to 34",91,62,NA,NA,48,NA,NA,"2018"
"52","DELAWARE","35 to 44",102,77,66.4,75,62,54,61.1,"2018"
"53","DELAWARE","45 to 64",242,177,70.1,73.2,162,64.1,66.8,"2018"
"54","DELAWARE","65+",164,127,75.3,77.2,116,68.7,70.5,"2018"
"55","DISTRICT OF COLUMBIA","Total",512,420,75.9,82.1,380,68.7,74.3,"2018"
"56","DISTRICT OF COLUMBIA","18 to 24",55,40,NA,NA,34,NA,NA,"2018"
"57","DISTRICT OF COLUMBIA","25 to 34",164,130,72.9,79.6,120,67.1,73.3,"2018"
"58","DISTRICT OF COLUMBIA","35 to 44",80,70,NA,NA,64,NA,NA,"2018"
"59","DISTRICT OF COLUMBIA","45 to 64",131,110,79.5,84.2,99,71.4,75.7,"2018"
"60","DISTRICT OF COLUMBIA","65+",82,70,NA,NA,63,NA,NA,"2018"
"61","FLORIDA","Total",14428,9604,59.3,66.6,8578,52.9,59.5,"2018"
"62","FLORIDA","18 to 24",1413,728,45.8,51.5,527,33.1,37.3,"2018"
"63","FLORIDA","25 to 34",2245,1357,52.5,60.5,1157,44.8,51.6,"2018"
"64","FLORIDA","35 to 44",1985,1315,52.5,66.3,1144,45.7,57.6,"2018"
"65","FLORIDA","45 to 64",5091,3446,60.9,67.7,3171,56,62.3,"2018"
"66","FLORIDA","65+",3694,2758,71.4,74.7,2578,66.7,69.8,"2018"
"67","GEORGIA","Total",7048,4892,64.1,69.4,4246,55.7,60.2,"2018"
"68","GEORGIA","18 to 24",923,511,51.6,55.4,401,40.5,43.5,"2018"
"69","GEORGIA","25 to 34",1119,712,54.1,63.6,609,46.3,54.4,"2018"
"70","GEORGIA","35 to 44",1211,790,58.4,65.3,672,49.7,55.5,"2018"
"71","GEORGIA","45 to 64",2456,1801,69.3,73.3,1593,61.3,64.9,"2018"
"72","GEORGIA","65+",1340,1078,78.8,80.4,971,71,72.4,"2018"
"73","HAWAII","Total",974,530,49.8,54.4,460,43.3,47.3,"2018"
"74","HAWAII","18 to 24",108,38,33.4,35.6,23,20.4,21.7,"2018"
"75","HAWAII","25 to 34",178,76,38.5,42.8,61,30.8,34.3,"2018"
"76","HAWAII","35 to 44",148,79,49.3,53.6,69,42.8,46.6,"2018"
"77","HAWAII","45 to 64",333,200,54.6,60.1,182,49.7,54.6,"2018"
"78","HAWAII","65+",207,136,60.8,65.7,125,55.8,60.3,"2018"
"79","IDAHO","Total",1150,790,64.5,68.7,714,58.3,62.1,"2018"
"80","IDAHO","18 to 24",153,79,47.4,51.7,68,40.7,44.3,"2018"
"81","IDAHO","25 to 34",198,116,53.5,58.8,102,46.8,51.4,"2018"
"82","IDAHO","35 to 44",172,109,58.3,63.6,96,51.1,55.7,"2018"
"83","IDAHO","45 to 64",357,265,69.5,74.1,247,64.8,69.1,"2018"
"84","IDAHO","65+",270,220,80.9,81.5,202,74.1,74.7,"2018"
"85","ILLINOIS","Total",8970,6665,68.5,74.3,5719,58.8,63.8,"2018"
"86","ILLINOIS","18 to 24",1287,802,60.3,62.3,603,45.3,46.8,"2018"
"87","ILLINOIS","25 to 34",1460,975,58.6,66.8,795,47.8,54.5,"2018"
"88","ILLINOIS","35 to 44",1331,996,65.3,74.8,811,53.1,60.9,"2018"
"89","ILLINOIS","45 to 64",3202,2539,73.5,79.3,2272,65.8,71,"2018"
"90","ILLINOIS","65+",1690,1352,77.4,80,1237,70.9,73.2,"2018"
"91","INDIANA","Total",4795,3298,66.1,68.8,2795,56,58.3,"2018"
"92","INDIANA","18 to 24",587,338,54.7,57.6,252,40.8,43,"2018"
"93","INDIANA","25 to 34",881,550,60,62.5,442,48.2,50.2,"2018"
"94","INDIANA","35 to 44",713,492,65,69,426,56.2,59.7,"2018"
"95","INDIANA","45 to 64",1682,1192,68.4,70.9,1043,59.9,62,"2018"
"96","INDIANA","65+",933,725,76.1,77.8,632,66.3,67.7,"2018"
"97","IOWA","Total",2292,1657,69.2,72.3,1454,60.7,63.4,"2018"
"98","IOWA","18 to 24",278,142,48.3,51.2,105,35.5,37.6,"2018"
"99","IOWA","25 to 34",405,305,67.8,75.2,241,53.6,59.5,"2018"
"100","IOWA","35 to 44",325,228,66.4,70.1,196,57.1,60.2,"2018"
"101","IOWA","45 to 64",754,545,71,72.3,499,65,66.2,"2018"
"102","IOWA","65+",529,436,81.2,82.4,413,76.8,78,"2018"
"103","KANSAS","Total",2029,1438,67.1,70.9,1243,58,61.3,"2018"
"104","KANSAS","18 to 24",254,126,46.7,49.5,91,33.8,35.8,"2018"
"105","KANSAS","25 to 34",362,219,54.5,60.5,184,45.9,50.8,"2018"
"106","KANSAS","35 to 44",314,240,73.2,76.4,210,63.9,66.7,"2018"
"107","KANSAS","45 to 64",682,502,69.9,73.7,445,61.8,65.2,"2018"
"108","KANSAS","65+",417,350,82.6,84.1,314,73.9,75.2,"2018"
"109","KENTUCKY","Total",3246,2253,67.3,69.4,1850,55.3,57,"2018"
"110","KENTUCKY","18 to 24",384,249,61.5,64.9,207,51.1,53.9,"2018"
"111","KENTUCKY","25 to 34",496,336,63.3,67.7,273,51.5,55.1,"2018"
"112","KENTUCKY","35 to 44",529,360,65.1,68.1,300,54.2,56.7,"2018"
"113","KENTUCKY","45 to 64",1229,853,68.6,69.4,703,56.6,57.2,"2018"
"114","KENTUCKY","65+",609,455,73.9,74.7,366,59.5,60.2,"2018"
"115","LOUISIANA","Total",3353,2446,70.6,73,2067,59.7,61.6,"2018"
"116","LOUISIANA","18 to 24",453,283,61.7,62.5,225,49.2,49.8,"2018"
"117","LOUISIANA","25 to 34",602,425,67.6,70.5,318,50.7,52.8,"2018"
"118","LOUISIANA","35 to 44",510,348,64.9,68.2,308,57.4,60.4,"2018"
"119","LOUISIANA","45 to 64",1197,913,74.1,76.3,801,64.9,66.9,"2018"
"120","LOUISIANA","65+",592,478,78.5,80.7,415,68.3,70.2,"2018"
"121","MAINE","Total",1038,830,78.5,80,754,71.3,72.7,"2018"
"122","MAINE","18 to 24",100,63,61.7,62.4,49,48.8,49.4,"2018"
"123","MAINE","25 to 34",154,109,69.2,70.8,95,60.4,61.8,"2018"
"124","MAINE","35 to 44",139,107,73.3,76.9,97,66.4,69.6,"2018"
"125","MAINE","45 to 64",418,354,83.9,84.6,327,77.5,78.2,"2018"
"126","MAINE","65+",227,198,85.4,87.3,186,80.3,82,"2018"
"127","MARYLAND","Total",4158,3114,67.3,74.9,2737,59.2,65.8,"2018"
"128","MARYLAND","18 to 24",414,279,59.7,67.4,225,48,54.3,"2018"
"129","MARYLAND","25 to 34",711,505,61.7,71.1,424,51.8,59.7,"2018"
"130","MARYLAND","35 to 44",668,490,58.8,73.3,424,50.9,63.6,"2018"
"131","MARYLAND","45 to 64",1586,1243,73,78.4,1133,66.6,71.4,"2018"
"132","MARYLAND","65+",778,596,74.4,76.6,530,66.2,68.1,"2018"
"133","MASSACHUSETTS","Total",4967,3660,68.1,73.7,3315,61.7,66.7,"2018"
"134","MASSACHUSETTS","18 to 24",555,298,50,53.6,238,39.9,42.8,"2018"
"135","MASSACHUSETTS","25 to 34",919,615,59.5,67,555,53.6,60.4,"2018"
"136","MASSACHUSETTS","35 to 44",696,506,62.4,72.6,475,58.6,68.3,"2018"
"137","MASSACHUSETTS","45 to 64",1743,1383,74.8,79.3,1263,68.3,72.5,"2018"
"138","MASSACHUSETTS","65+",1054,858,79.3,81.4,784,72.4,74.3,"2018"
"139","MICHIGAN","Total",7332,5434,71.3,74.1,4713,61.8,64.3,"2018"
"140","MICHIGAN","18 to 24",813,453,53.1,55.7,308,36.1,37.8,"2018"
"141","MICHIGAN","25 to 34",1305,911,65.2,69.8,706,50.6,54.1,"2018"
"142","MICHIGAN","35 to 44",1012,750,71.7,74.1,650,62.1,64.2,"2018"
"143","MICHIGAN","45 to 64",2740,2158,75.8,78.7,1962,68.9,71.6,"2018"
"144","MICHIGAN","65+",1462,1162,78.5,79.5,1088,73.5,74.4,"2018"
"145","MINNESOTA","Total",3985,3055,72.9,76.7,2738,65.3,68.7,"2018"
"146","MINNESOTA","18 to 24",476,297,56.7,62.4,260,49.6,54.7,"2018"
"147","MINNESOTA","25 to 34",674,491,69.3,72.8,435,61.4,64.5,"2018"
"148","MINNESOTA","35 to 44",625,476,69.7,76.2,438,64.1,70.1,"2018"
"149","MINNESOTA","45 to 64",1441,1158,77.1,80.3,1047,69.7,72.6,"2018"
"150","MINNESOTA","65+",769,633,82,82.3,558,72.3,72.6,"2018"
"151","MISSISSIPPI","Total",2170,1725,78.3,79.5,1470,66.7,67.7,"2018"
"152","MISSISSIPPI","18 to 24",279,170,60,60.9,130,46.1,46.7,"2018"
"153","MISSISSIPPI","25 to 34",345,262,73.7,76.1,203,57,58.9,"2018"
"154","MISSISSIPPI","35 to 44",358,278,75.4,77.6,245,66.5,68.4,"2018"
"155","MISSISSIPPI","45 to 64",758,635,83.1,83.8,557,72.9,73.5,"2018"
"156","MISSISSIPPI","65+",431,380,87.9,88.4,335,77.3,77.7,"2018"
"157","MISSOURI","Total",4486,3333,72.1,74.3,2906,62.8,64.8,"2018"
"158","MISSOURI","18 to 24",540,326,57.7,60.4,259,45.9,48,"2018"
"159","MISSOURI","25 to 34",734,497,65.6,67.7,404,53.4,55.1,"2018"
"160","MISSOURI","35 to 44",692,473,62.9,68.4,418,55.5,60.4,"2018"
"161","MISSOURI","45 to 64",1519,1184,77,77.9,1065,69.3,70.1,"2018"
"162","MISSOURI","65+",1002,854,84.2,85.2,759,74.9,75.8,"2018"
"163","MONTANA","Total",790,581,72.8,73.5,521,65.2,65.9,"2018"
"164","MONTANA","18 to 24",95,51,NA,NA,38,NA,NA,"2018"
"165","MONTANA","25 to 34",129,83,63.2,64.4,65,49.8,50.7,"2018"
"166","MONTANA","35 to 44",113,84,73.6,74.3,77,67.2,67.8,"2018"
"167","MONTANA","45 to 64",272,212,77.4,77.9,199,72.5,73,"2018"
"168","MONTANA","65+",182,151,82.9,82.9,142,78.1,78.1,"2018"
"169","NEBRASKA","Total",1336,1008,71.7,75.5,893,63.4,66.8,"2018"
"170","NEBRASKA","18 to 24",180,115,60.5,63.8,95,50.1,52.9,"2018"
"171","NEBRASKA","25 to 34",238,162,62.5,68,130,50.4,54.8,"2018"
"172","NEBRASKA","35 to 44",191,146,69.1,76.5,131,62,68.7,"2018"
"173","NEBRASKA","45 to 64",438,341,75.1,77.9,306,67.3,69.8,"2018"
"174","NEBRASKA","65+",290,245,83.5,84.4,230,78.6,79.5,"2018"
"175","NEVADA","Total",1975,1371,61.4,69.4,1195,53.5,60.5,"2018"
"176","NEVADA","18 to 24",229,124,47.3,53.9,98,37.6,42.9,"2018"
"177","NEVADA","25 to 34",361,222,53.3,61.4,183,43.9,50.6,"2018"
"178","NEVADA","35 to 44",305,220,60.3,72.1,186,50.9,60.9,"2018"
"179","NEVADA","45 to 64",678,480,62,70.8,431,55.6,63.5,"2018"
"180","NEVADA","65+",402,326,78.1,81.1,297,71.2,74,"2018"
"181","NEW HAMPSHIRE","Total",1012,763,73.1,75.4,698,66.9,69,"2018"
"182","NEW HAMPSHIRE","18 to 24",96,66,NA,NA,55,NA,NA,"2018"
"183","NEW HAMPSHIRE","25 to 34",149,103,65.4,68.8,89,56.9,59.8,"2018"
"184","NEW HAMPSHIRE","35 to 44",154,109,66.3,70.4,102,62.5,66.3,"2018"
"185","NEW HAMPSHIRE","45 to 64",386,310,78.1,80.1,287,72.3,74.2,"2018"
"186","NEW HAMPSHIRE","65+",225,175,76.9,77.8,165,72.3,73.2,"2018"
"187","NEW JERSEY","Total",5958,4165,60.7,69.9,3665,53.4,61.5,"2018"
"188","NEW JERSEY","18 to 24",750,419,49.4,55.9,305,35.9,40.7,"2018"
"189","NEW JERSEY","25 to 34",814,507,48.5,62.3,426,40.7,52.3,"2018"
"190","NEW JERSEY","35 to 44",881,631,56.8,71.6,566,51,64.3,"2018"
"191","NEW JERSEY","45 to 64",2196,1615,65.3,73.5,1472,59.5,67,"2018"
"192","NEW JERSEY","65+",1317,994,71.8,75.4,896,64.8,68,"2018"
"193","NEW MEXICO","Total",1396,916,59.2,65.6,765,49.4,54.8,"2018"
"194","NEW MEXICO","18 to 24",223,120,49.7,53.8,91,37.8,40.9,"2018"
"195","NEW MEXICO","25 to 34",196,109,50.5,55.5,77,36,39.5,"2018"
"196","NEW MEXICO","35 to 44",183,117,50.2,63.8,94,40.3,51.2,"2018"
"197","NEW MEXICO","45 to 64",500,332,60.4,66.3,283,51.5,56.6,"2018"
"198","NEW MEXICO","65+",294,239,77.3,81.2,220,71.1,74.7,"2018"
"199","NEW YORK","Total",13751,9142,59,66.5,7869,50.7,57.2,"2018"
"200","NEW YORK","18 to 24",1590,832,47.4,52.3,607,34.6,38.2,"2018"
"201","NEW YORK","25 to 34",2503,1510,51.1,60.3,1276,43.2,51,"2018"
"202","NEW YORK","35 to 44",2092,1363,53.9,65.1,1153,45.6,55.1,"2018"
"203","NEW YORK","45 to 64",4531,3234,63.8,71.4,2875,56.7,63.4,"2018"
"204","NEW YORK","65+",3035,2204,68.8,72.6,1957,61.1,64.5,"2018"
"205","NORTH CAROLINA","Total",6960,5194,68.1,74.6,4700,61.6,67.5,"2018"
"206","NORTH CAROLINA","18 to 24",817,505,54.7,61.8,414,44.8,50.7,"2018"
"207","NORTH CAROLINA","25 to 34",1111,784,59.5,70.6,666,50.5,60,"2018"
"208","NORTH CAROLINA","35 to 44",1037,754,63.9,72.8,676,57.3,65.2,"2018"
"209","NORTH CAROLINA","45 to 64",2520,1979,73,78.5,1841,67.9,73.1,"2018"
"210","NORTH CAROLINA","65+",1476,1172,78.4,79.4,1102,73.7,74.7,"2018"
"211","NORTH DAKOTA","Total",564,424,72.8,75.2,362,62.1,64.2,"2018"
"212","NORTH DAKOTA","18 to 24",78,47,NA,NA,37,NA,NA,"2018"
"213","NORTH DAKOTA","25 to 34",117,83,66.7,71.2,70,56.2,60,"2018"
"214","NORTH DAKOTA","35 to 44",87,65,NA,NA,56,NA,NA,"2018"
"215","NORTH DAKOTA","45 to 64",187,153,79.6,81.5,132,68.7,70.3,"2018"
"216","NORTH DAKOTA","65+",96,76,NA,NA,67,NA,NA,"2018"
"217","OHIO","Total",8499,6128,69.5,72.1,5408,61.4,63.6,"2018"
"218","OHIO","18 to 24",1060,576,53.6,54.3,425,39.6,40.1,"2018"
"219","OHIO","25 to 34",1276,859,60.2,67.3,718,50.4,56.3,"2018"
"220","OHIO","35 to 44",1270,884,66.7,69.6,792,59.8,62.3,"2018"
"221","OHIO","45 to 64",2997,2271,74.2,75.8,2072,67.7,69.1,"2018"
"222","OHIO","65+",1895,1537,79.8,81.1,1402,72.8,74,"2018"
"223","OKLAHOMA","Total",2746,1861,63.7,67.8,1555,53.2,56.6,"2018"
"224","OKLAHOMA","18 to 24",303,144,45.8,47.6,102,32.4,33.7,"2018"
"225","OKLAHOMA","25 to 34",502,324,57.6,64.6,241,42.8,48,"2018"
"226","OKLAHOMA","35 to 44",457,291,57.8,63.8,240,47.5,52.5,"2018"
"227","OKLAHOMA","45 to 64",892,636,67.4,71.3,553,58.6,62,"2018"
"228","OKLAHOMA","65+",593,465,78,78.5,419,70.2,70.7,"2018"
"229","OREGON","Total",2929,2147,67.4,73.3,1942,61,66.3,"2018"
"230","OREGON","18 to 24",320,202,58.3,63,156,45.2,48.8,"2018"
"231","OREGON","25 to 34",504,341,59.1,67.8,275,47.6,54.6,"2018"
"232","OREGON","35 to 44",442,344,66.2,77.9,320,61.4,72.3,"2018"
"233","OREGON","45 to 64",977,724,69.3,74,679,65.1,69.5,"2018"
"234","OREGON","65+",685,536,76.9,78.2,512,73.4,74.7,"2018"
"235","PENNSYLVANIA","Total",9596,6909,69.2,72,6008,60.2,62.6,"2018"
"236","PENNSYLVANIA","18 to 24",1130,720,60.4,63.7,581,48.7,51.4,"2018"
"237","PENNSYLVANIA","25 to 34",1525,1026,62.2,67.3,837,50.8,54.9,"2018"
"238","PENNSYLVANIA","35 to 44",1351,983,69,72.8,865,60.7,64.1,"2018"
"239","PENNSYLVANIA","45 to 64",3382,2536,73.1,75,2294,66.1,67.8,"2018"
"240","PENNSYLVANIA","65+",2208,1643,73.3,74.4,1431,63.8,64.8,"2018"
"241","RHODE ISLAND","Total",766,538,64.4,70.3,464,55.5,60.6,"2018"
"242","RHODE ISLAND","18 to 24",69,43,NA,NA,34,NA,NA,"2018"
"243","RHODE ISLAND","25 to 34",137,93,62.7,67.6,74,49.7,53.6,"2018"
"244","RHODE ISLAND","35 to 44",125,95,65.1,75.9,78,53.4,62.2,"2018"
"245","RHODE ISLAND","45 to 64",263,184,64.8,69.9,169,59.5,64.2,"2018"
"246","RHODE ISLAND","65+",172,124,69.7,72,111,62.4,64.4,"2018"
"247","SOUTH CAROLINA","Total",3598,2575,69,71.6,2233,59.8,62.1,"2018"
"248","SOUTH CAROLINA","18 to 24",332,185,54.5,55.9,146,42.7,43.9,"2018"
"249","SOUTH CAROLINA","25 to 34",585,366,57.7,62.6,288,45.4,49.3,"2018"
"250","SOUTH CAROLINA","35 to 44",587,409,63.7,69.7,346,53.9,58.9,"2018"
"251","SOUTH CAROLINA","45 to 64",1281,951,73.1,74.2,860,66.1,67.1,"2018"
"252","SOUTH CAROLINA","65+",812,663,81.3,81.6,594,72.9,73.1,"2018"
"253","SOUTH DAKOTA","Total",612,437,69.3,71.4,362,57.3,59.1,"2018"
"254","SOUTH DAKOTA","18 to 24",81,41,NA,NA,26,NA,NA,"2018"
"255","SOUTH DAKOTA","25 to 34",98,63,NA,NA,50,NA,NA,"2018"
"256","SOUTH DAKOTA","35 to 44",90,61,NA,NA,52,NA,NA,"2018"
"257","SOUTH DAKOTA","45 to 64",224,177,76.7,78.8,147,63.7,65.4,"2018"
"258","SOUTH DAKOTA","65+",119,95,79.9,79.9,88,73.9,73.9,"2018"
"259","TENNESSEE","Total",4872,3251,64.3,66.7,2630,52,54,"2018"
"260","TENNESSEE","18 to 24",503,235,45,46.8,156,29.9,31.1,"2018"
"261","TENNESSEE","25 to 34",903,520,53.5,57.6,379,39.1,42,"2018"
"262","TENNESSEE","35 to 44",741,513,66,69.2,411,52.9,55.5,"2018"
"263","TENNESSEE","45 to 64",1674,1187,69,70.9,1008,58.6,60.2,"2018"
"264","TENNESSEE","65+",1052,797,74.8,75.7,676,63.4,64.2,"2018"
"265","TEXAS","Total",17378,11724,58.1,67.5,9626,47.7,55.4,"2018"
"266","TEXAS","18 to 24",2175,1036,40.8,47.6,694,27.3,31.9,"2018"
"267","TEXAS","25 to 34",3186,1918,48.6,60.2,1483,37.5,46.5,"2018"
"268","TEXAS","35 to 44",3008,2033,54,67.6,1617,42.9,53.7,"2018"
"269","TEXAS","45 to 64",5743,4181,64.8,72.8,3579,55.5,62.3,"2018"
"270","TEXAS","65+",3265,2556,73.7,78.3,2254,65,69,"2018"
"271","UTAH","Total",1969,1398,66.7,71,1234,58.9,62.7,"2018"
"272","UTAH","18 to 24",326,171,50,52.4,142,41.6,43.6,"2018"
"273","UTAH","25 to 34",388,243,58.5,62.7,201,48.3,51.8,"2018"
"274","UTAH","35 to 44",373,276,66.3,73.9,243,58.5,65.2,"2018"
"275","UTAH","45 to 64",549,432,73.7,78.7,393,67,71.5,"2018"
"276","UTAH","65+",333,276,82,82.9,255,75.8,76.6,"2018"
"277","VERMONT","Total",488,351,70.2,71.9,305,61,62.5,"2018"
"278","VERMONT","18 to 24",55,34,NA,NA,26,NA,NA,"2018"
"279","VERMONT","25 to 34",75,43,NA,NA,35,NA,NA,"2018"
"280","VERMONT","35 to 44",70,50,NA,NA,42,NA,NA,"2018"
"281","VERMONT","45 to 64",177,133,73.7,75.3,118,65,66.5,"2018"
"282","VERMONT","65+",111,91,81,82.2,85,75.9,77.1,"2018"
"283","VIRGINIA","Total",5829,4399,69.4,75.5,3973,62.6,68.2,"2018"
"284","VIRGINIA","18 to 24",737,501,61.1,67.9,447,54.6,60.7,"2018"
"285","VIRGINIA","25 to 34",993,640,57.2,64.4,549,49.1,55.3,"2018"
"286","VIRGINIA","35 to 44",833,651,66.3,78.1,573,58.3,68.8,"2018"
"287","VIRGINIA","45 to 64",2023,1612,75.2,79.7,1500,70,74.2,"2018"
"288","VIRGINIA","65+",1244,996,77.8,80,903,70.6,72.6,"2018"
"289","WASHINGTON","Total",5104,3906,69.9,76.5,3382,60.5,66.3,"2018"
"290","WASHINGTON","18 to 24",594,351,54.4,59.1,273,42.2,45.9,"2018"
"291","WASHINGTON","25 to 34",848,587,59.4,69.2,460,46.5,54.2,"2018"
"292","WASHINGTON","35 to 44",876,676,66.7,77.2,564,55.6,64.4,"2018"
"293","WASHINGTON","45 to 64",1859,1523,76.7,81.9,1366,68.8,73.5,"2018"
"294","WASHINGTON","65+",927,769,80.3,83,720,75.1,77.6,"2018"
"295","WEST VIRGINIA","Total",1425,913,63.6,64.1,723,50.4,50.8,"2018"
"296","WEST VIRGINIA","18 to 24",153,78,50.3,50.7,50,32.2,32.5,"2018"
"297","WEST VIRGINIA","25 to 34",225,141,62.3,62.7,98,43.5,43.8,"2018"
"298","WEST VIRGINIA","35 to 44",204,116,56.3,57.1,96,46.6,47.2,"2018"
"299","WEST VIRGINIA","45 to 64",509,329,64.2,64.7,268,52.2,52.6,"2018"
"300","WEST VIRGINIA","65+",334,249,74.3,74.5,211,63.1,63.3,"2018"
"301","WISCONSIN","Total",4354,3323,74.4,76.3,3068,68.7,70.5,"2018"
"302","WISCONSIN","18 to 24",530,269,49.2,50.7,249,45.6,47.1,"2018"
"303","WISCONSIN","25 to 34",678,436,62,64.3,370,52.6,54.6,"2018"
"304","WISCONSIN","35 to 44",701,573,79.1,81.8,527,72.7,75.2,"2018"
"305","WISCONSIN","45 to 64",1479,1236,81.3,83.5,1169,76.9,79,"2018"
"306","WISCONSIN","65+",966,809,83.4,83.8,753,77.6,77.9,"2018"
"307","WYOMING","Total",427,304,69.7,71.1,277,63.5,64.8,"2018"
"308","WYOMING","18 to 24",55,33,NA,NA,30,NA,NA,"2018"
"309","WYOMING","25 to 34",73,47,NA,NA,42,NA,NA,"2018"
"310","WYOMING","35 to 44",68,46,NA,NA,40,NA,NA,"2018"
"311","WYOMING","45 to 64",148,110,72.9,74.2,102,67.4,68.6,"2018"
"312","WYOMING","65+",83,68,NA,NA,63,NA,NA,"2018"
